Estado;Bacia;Nome Poço ANP;Nome Poço Operador;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia) Assoc;Gás Natural (Mm³/dia) N Assoc;Gás Natural (Mm³/dia) Total;Volume Gás Royalties (m³/mês);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados|Lev|Cort;Fração de Destilados|Lev|Vol;Fração de Destilados|Méd|Corte;Fração de Destilados|Méd|Vol;Fração de Destilados|Pes|Corte;Fração de Destilados|Pes|Vol;% em Volumes Metano;% em Volumes Etano;% em Volumes Propano;% em Volumes Iso-Butano;% em Volumes Butano;% em Volumes Iso-Pentano;% em Volumes n-Pentano;% em Volumes Hexanos;% em Volumes Heptanos;% em Volumes Octanos;% em Volumes Nonanos;% em Volumes Decanos;% em Volumes Undecanos;% em Volumes Oxigênio;% em Volumes Nitrogênio;% em Volumes Gás Carbônico;Densidade GLP Gás;Densidade GLP Líquido;PCS GP(kJ/m³);Data de atualização
Rio de Janeiro;Campos;7-FR-40HP-RJS;OUP3N570U;FRADE;Prio Forte S.A;480000038969720;2023/05;614,0437;0;614,0437;2,2218;0;2,2218;68,812;0;FPSO FRADE;UEP;538;2021/02;Frade;19,5;< 290ºC;22,3%;290ºC a 380ºC;16,5%;> 380ºC;61,2%;92,988;4,4186;1,699;,2605;,308;,0853;,078;,029;0;0;0;0;0;0;,1329;0;1,98211;525,90507;38958,6059;09/06/2026
Rio de Janeiro;Campos;7-FR-33HP-RJS;7OUP2;FRADE;Prio Forte S.A;480000038969720;2023/05;2204,8117;0;2204,8117;24,8783;0;24,8783;770,51;3,8023;FPSO FRADE;UEP;530;2021/02;Frade;19,5;< 290ºC;22,3%;290ºC a 380ºC;16,5%;> 380ºC;61,2%;92,988;4,4186;1,699;,2605;,308;,0853;,078;,029;0;0;0;0;0;0;,1329;0;1,98211;525,90507;38958,6059;09/06/2026
Rio de Janeiro;Campos;7-FR-34HP-RJS;ODP3;FRADE;Prio Forte S.A;480000038969720;2023/05;596,132;0;596,132;6,5539;0;6,5539;202,981;2,5464;FPSO FRADE;UEP;503;2021/02;Frade;19,5;< 290ºC;22,3%;290ºC a 380ºC;16,5%;> 380ºC;61,2%;92,988;4,4186;1,699;,2605;,308;,0853;,078;,029;0;0;0;0;0;0;,1329;0;1,98211;525,90507;38958,6059;09/06/2026
Rio de Janeiro;Campos;7-FR-61HP-RJS;N5P2;FRADE;Prio Forte S.A;480000038969720;2023/05;10903,5642;0;10903,5642;119,8256;0;119,8256;3711,144;0;FPSO FRADE;UEP;650;2021/02;Frade;19,5;< 290ºC;22,3%;290ºC a 380ºC;16,5%;> 380ºC;61,2%;92,988;4,4186;1,699;,2605;,308;,0853;,078;,029;0;0;0;0;0;0;,1329;0;1,98211;525,90507;38958,6059;09/06/2026
Rio de Janeiro;Campos;7-FR-15HP-RJS;N5P1;FRADE;Prio Forte S.A;480000038969720;2023/05;3181,5137;0;3181,5137;30,4973;0;30,4973;944,537;1597,4149;FPSO FRADE;UEP;671;2021/02;Frade;19,5;< 290ºC;22,3%;290ºC a 380ºC;16,5%;> 380ºC;61,2%;92,988;4,4186;1,699;,2605;,308;,0853;,078;,029;0;0;0;0;0;0;,1329;0;1,98211;525,90507;38958,6059;09/06/2026
Rio de Janeiro;Campos;7-FR-54H-RJS;ODP4;FRADE;Prio Forte S.A;480000038969720;2023/05;14608,8405;0;14608,8405;172,9928;0;172,9928;5357,794;0;FPSO FRADE;UEP;691;2021/02;Frade;19,5;< 290ºC;22,3%;290ºC a 380ºC;16,5%;> 380ºC;61,2%;92,988;4,4186;1,699;,2605;,308;,0853;,078;,029;0;0;0;0;0;0;,1329;0;1,98211;525,90507;38958,6059;09/06/2026
Rio de Janeiro;Campos;7-FR-25HP-RJS;MUP4;FRADE;Prio Forte S.A;480000038969720;2023/05;1967,1807;0;1967,1807;17,1882;0;17,1882;532,338;2600,9561;FPSO FRADE;UEP;644;2021/02;Frade;19,5;< 290ºC;22,3%;290ºC a 380ºC;16,5%;> 380ºC;61,2%;92,988;4,4186;1,699;,2605;,308;,0853;,078;,029;0;0;0;0;0;0;,1329;0;1,98211;525,90507;38958,6059;09/06/2026
Rio de Janeiro;Campos;7-FR-55HP-RJS;MUP3A;FRADE;Prio Forte S.A;480000038969720;2023/05;0;0;0;0;0;0;0;0;FPSO FRADE;UEP;0;2021/02;Frade;19,5;< 290ºC;22,3%;290ºC a 380ºC;16,5%;> 380ºC;61,2%;92,988;4,4186;1,699;,2605;,308;,0853;,078;,029;0;0;0;0;0;0;,1329;0;1,98211;525,90507;38958,6059;09/06/2026
Rio de Janeiro;Campos;7-FR-8HP-RJS;MUP2ST;FRADE;Prio Forte S.A;480000038969720;2023/05;1670,6872;0;1670,6872;7,1615;0;7,1615;221,801;5364,021;FPSO FRADE;UEP;644;2021/02;Frade;19,5;< 290ºC;22,3%;290ºC a 380ºC;16,5%;> 380ºC;61,2%;92,988;4,4186;1,699;,2605;,308;,0853;,078;,029;0;0;0;0;0;0;,1329;0;1,98211;525,90507;38958,6059;09/06/2026
Rio de Janeiro;Campos;7-FR-30H-RJS;MDP2;FRADE;Prio Forte S.A;480000038969720;2023/05;2178,8531;0;2178,8531;20,2524;0;20,2524;627,24;118,847;FPSO FRADE;UEP;660;2021/02;Frade;19,5;< 290ºC;22,3%;290ºC a 380ºC;16,5%;> 380ºC;61,2%;92,988;4,4186;1,699;,2605;,308;,0853;,078;,029;0;0;0;0;0;0;,1329;0;1,98211;525,90507;38958,6059;09/06/2026
Rio de Janeiro;Campos;7-FR-26HP-RJS;MDP1-ST2;FRADE;Prio Forte S.A;480000038969720;2023/05;937,0721;0;937,0721;35,3853;0;35,3853;1095,925;898,1585;FPSO FRADE;UEP;568;2021/02;Frade;19,5;< 290ºC;22,3%;290ºC a 380ºC;16,5%;> 380ºC;61,2%;92,988;4,4186;1,699;,2605;,308;,0853;,078;,029;0;0;0;0;0;0;,1329;0;1,98211;525,90507;38958,6059;09/06/2026
Rio de Janeiro;Campos;7-FR-60HP-RJS;MUP5;FRADE;Prio Forte S.A;480000038969720;2023/05;8483,8824;0;8483,8824;63,1099;0;63,1099;1954,59;58,7671;FPSO FRADE;UEP;689;2021/02;Frade;19,5;< 290ºC;22,3%;290ºC a 380ºC;16,5%;> 380ºC;61,2%;92,988;4,4186;1,699;,2605;,308;,0853;,078;,029;0;0;0;0;0;0;,1329;0;1,98211;525,90507;38958,6059;09/06/2026
Bahia;Camamu;7-MNT-1-BAS;7MNT1BAS;MANATI;Petrobras;480000035189782;2023/05;0;37,4223;37,4223;0;365,8639;365,8639;11327,17;18,1796;PLATAFORMA DE MANATI 1;UEP;718;2022/02;Baiano Mistura;36,5;< 210ºC;19,1%;210ºC a 500ºC;49,7%;> 500ºC;31,2%;88,684;3,732;,712;,154;,212;,076;,08;,089;,043;,013;0;0;0;,012;5,759;,434;2,03613;532,35502;36415,4805;09/06/2026
Bahia;Camamu;7-MNT-3-BAS;7MNT3BAS;MANATI;Petrobras;480000035189782;2023/05;0;28,9552;28,9552;0;216,9935;216,9935;6718,133;15,0132;PLATAFORMA DE MANATI 1;UEP;684;2022/02;Baiano Mistura;36,5;< 210ºC;19,1%;210ºC a 500ºC;49,7%;> 500ºC;31,2%;88,684;3,732;,712;,154;,212;,076;,08;,089;,043;,013;0;0;0;,012;5,759;,434;2,03613;532,35502;36415,4805;09/06/2026
Bahia;Camamu;7-MNT-5D-BAS;7MNT5DBAS;MANATI;Petrobras;480000035189782;2023/05;0;19,4619;19,4619;0;418,5888;418,5888;12959,539;14,7439;PLATAFORMA DE MANATI 1;UEP;717;2022/02;Baiano Mistura;36,5;< 210ºC;19,1%;210ºC a 500ºC;49,7%;> 500ºC;31,2%;88,684;3,732;,712;,154;,212;,076;,08;,089;,043;,013;0;0;0;,012;5,759;,434;2,03613;532,35502;36415,4805;09/06/2026
Bahia;Camamu;7-MNT-4-BAS;7MNT4BAS;MANATI;Petrobras;480000035189782;2023/05;0;37,3213;37,3213;0;381,9509;381,9509;11825,226;20,1801;PLATAFORMA DE MANATI 1;UEP;717;2022/02;Baiano Mistura;36,5;< 210ºC;19,1%;210ºC a 500ºC;49,7%;> 500ºC;31,2%;88,684;3,732;,712;,154;,212;,076;,08;,089;,043;,013;0;0;0;,012;5,759;,434;2,03613;532,35502;36415,4805;09/06/2026
